Salary Cap Year,Pick,Salary Year 1,Salary Year 2,Option Year 3,Option Year 4
2027,20,"73,485","74,956","82,453","93,696"
2027,21,"73,485","74,956","82,453","93,696"
2027,22,"73,485","74,956","82,453","93,696"
2027,23,"73,485","74,956","82,453","93,696"
2027,24,"73,485","74,956","82,453","93,696"
2027,25,"70,103","71,506","75,083","85,808"
2027,26,"70,103","71,506","75,083","85,808"
2027,27,"70,103","71,506","75,083","85,808"
2027,28,"70,103","71,506","75,083","85,808"
2027,29,"70,103","71,506","75,083","85,808"
2027,30,"70,103","71,506","75,083","85,808"
2027,31,"70,103","71,506","75,083","85,808"
2027,32,"70,103","71,506","75,083","85,808"
2027,33,"70,103","71,506","75,083","85,808"
2027,34,"70,103","71,506","75,083","85,808"
2027,35,"70,103","71,506","75,083","85,808"
2027,36,"70,103","71,506","75,083","85,808"
